-1.229999999999999982e-01,4.249999999999999889e-01,1.000000000000000021e-03
-1.189999999999999947e-01,4.249999999999999889e-01,8.000000000000000167e-03
-1.140000000000000041e-01,4.249999999999999889e-01,1.099999999999999936e-02
-1.120000000000000023e-01,4.249999999999999889e-01,1.700000000000000122e-02
-1.089999999999999997e-01,4.249999999999999889e-01,2.400000000000000050e-02
-1.069999999999999979e-01,4.249999999999999889e-01,2.699999999999999969e-02
-1.029999999999999943e-01,4.249999999999999889e-01,3.099999999999999978e-02
-9.600000000000000200e-02,4.249999999999999889e-01,3.300000000000000155e-02
-8.799999999999999489e-02,4.249999999999999889e-01,3.500000000000000333e-02
-8.000000000000000167e-02,4.249999999999999889e-01,3.300000000000000155e-02
-7.399999999999999634e-02,4.249999999999999889e-01,2.999999999999999889e-02
-7.099999999999999367e-02,4.249999999999999889e-01,2.500000000000000139e-02
-6.900000000000000577e-02,4.249999999999999889e-01,1.700000000000000122e-02
-6.800000000000000488e-02,4.249999999999999889e-01,1.200000000000000025e-02
-6.700000000000000400e-02,4.249999999999999889e-01,1.400000000000000029e-02
-6.500000000000000222e-02,4.249999999999999889e-01,8.999999999999999320e-03
-6.300000000000000044e-02,4.249999999999999889e-01,1.000000000000000021e-03
2.000000000000000042e-02,4.249999999999999889e-01,6.000000000000000125e-03
2.000000000000000042e-02,4.249999999999999889e-01,-8.999999999999999320e-03
2.000000000000000042e-02,4.249999999999999889e-01,-5.000000000000000104e-03
2.000000000000000042e-02,4.249999999999999889e-01,0.000000000000000000e+00
2.100000000000000130e-02,4.249999999999999889e-01,1.000000000000000021e-02
2.199999999999999872e-02,4.249999999999999889e-01,1.600000000000000033e-02
2.299999999999999961e-02,4.249999999999999889e-01,-1.499999999999999944e-02
2.500000000000000139e-02,4.249999999999999889e-01,2.500000000000000139e-02
2.699999999999999969e-02,4.249999999999999889e-01,2.999999999999999889e-02
3.200000000000000067e-02,4.249999999999999889e-01,3.400000000000000244e-02
3.699999999999999817e-02,4.249999999999999889e-01,3.699999999999999817e-02
4.100000000000000172e-02,4.249999999999999889e-01,3.799999999999999906e-02
4.800000000000000100e-02,4.249999999999999889e-01,3.899999999999999994e-02
5.600000000000000117e-02,4.249999999999999889e-01,4.000000000000000083e-02
6.500000000000000222e-02,4.249999999999999889e-01,4.000000000000000083e-02
7.199999999999999456e-02,4.249999999999999889e-01,3.799999999999999906e-02
7.499999999999999722e-02,4.249999999999999889e-01,3.599999999999999728e-02
8.100000000000000255e-02,4.249999999999999889e-01,3.300000000000000155e-02
8.400000000000000522e-02,4.249999999999999889e-01,2.900000000000000147e-02
8.500000000000000611e-02,4.249999999999999889e-01,-1.299999999999999940e-02
8.599999999999999312e-02,4.249999999999999889e-01,2.400000000000000050e-02
8.699999999999999400e-02,4.249999999999999889e-01,-7.000000000000000146e-03
8.799999999999999489e-02,4.249999999999999889e-01,1.700000000000000122e-02
8.899999999999999578e-02,4.249999999999999889e-01,8.999999999999999320e-03
8.899999999999999578e-02,4.249999999999999889e-01,0.000000000000000000e+00
1.469999999999999918e-01,4.249999999999999889e-01,-7.000000000000000146e-03
1.469999999999999918e-01,4.249999999999999889e-01,1.000000000000000021e-03
1.479999999999999927e-01,4.249999999999999889e-01,-2.000000000000000042e-03
1.479999999999999927e-01,4.249999999999999889e-01,-1.200000000000000025e-02
1.479999999999999927e-01,4.249999999999999889e-01,-1.099999999999999936e-02
1.499999999999999944e-01,4.249999999999999889e-01,-1.600000000000000033e-02
2.020000000000000129e-01,4.249999999999999889e-01,-1.600000000000000033e-02
2.020000000000000129e-01,4.249999999999999889e-01,-8.000000000000000167e-03
1.539999999999999980e-01,4.249999999999999889e-01,2.299999999999999961e-02
1.580000000000000016e-01,4.249999999999999889e-01,2.699999999999999969e-02
1.610000000000000042e-01,4.249999999999999889e-01,2.999999999999999889e-02
1.670000000000000095e-01,4.249999999999999889e-01,3.099999999999999978e-02
1.680000000000000104e-01,4.249999999999999889e-01,2.900000000000000147e-02
1.759999999999999898e-01,4.249999999999999889e-01,3.200000000000000067e-02
1.839999999999999969e-01,4.249999999999999889e-01,2.999999999999999889e-02
1.849999999999999978e-01,4.249999999999999889e-01,3.200000000000000067e-02
1.900000000000000022e-01,4.249999999999999889e-01,2.999999999999999889e-02
1.930000000000000049e-01,4.249999999999999889e-01,2.500000000000000139e-02
1.970000000000000084e-01,4.249999999999999889e-01,2.100000000000000130e-02
